org_id,phone_hash
https://fhirbackup.emedpractice.com:8443/Organization/16,3c1333e864c84f6c
https://fhirbackup.emedpractice.com:8443/Organization/1,09c9a7ae2c70c979
https://fhir.phemr.co:9443/fhir-server/api/v4/Organization/1938b437712-b3b975bd-8c23-4bc1-bdbb-78417b3df344,ce11188cf966fbba
https://fhir.phemr.co:9443/fhir-server/api/v4/Organization/1811435a7ea-7a1b883e-e0f0-4cb2-b938-4b6fd8d60f0c,96d66cabe7b5e73a
https://fhir.10e11.com/fhir/r4/Organization/id11v0Xk6XdYKYWLJcGB06kQ,7b5c375c97f0f034
urn:uuid:20241118-dddd-eeee-ffff-112233445566,0b73962c03a83902
https://interface.relimedsolutions.com/fhir/r4/Organization/2460037878,6b76587d80aeb5b2
https://interface.relimedsolutions.com/fhir/r4/Organization/2460037878,f45305eaa5a4e242
https://interface.relimedsolutions.com/fhir/r4/Organization/2460000642,23d9c1c440083798
https://interface.relimedsolutions.com/fhir/r4/Organization/2460000642,df637085c2d2ac16
https://interface.relimedsolutions.com/fhir/r4/Organization/2460016692,ccb948f6b1391626
https://interface.relimedsolutions.com/fhir/r4/Organization/2460016692,462f15ebadb172be
https://interface.relimedsolutions.com/fhir/r4/Organization/2460004494,0793ab5e182327a8
https://interface.relimedsolutions.com/fhir/r4/Organization/2460004494,5279ec7806b70933
https://interface.relimedsolutions.com/fhir/r4/Organization/2460041088,646b49b9bff7d773
https://interface.relimedsolutions.com/fhir/r4/Organization/2460041088,fe339e67e868fd8c
https://interface.relimedsolutions.com/fhir/r4/Organization/2460018618,073e123a3c2e216b
https://interface.relimedsolutions.com/fhir/r4/Organization/2460018618,630f78943cec8337
https://interface.relimedsolutions.com/fhir/r4/Organization/2460042372,d9ccac661f5d2942
https://interface.relimedsolutions.com/fhir/r4/Organization/2460042372,00ed2ffdbdbd912b
https://interface.relimedsolutions.com/fhir/r4/Organization/2460008988,27da975d6e851697
https://interface.relimedsolutions.com/fhir/r4/Organization/2460008988,61e82203e3e1785d
https://interface.relimedsolutions.com/fhir/r4/Organization/2460003852,ec357aed07c55d42
https://interface.relimedsolutions.com/fhir/r4/Organization/2460003852,d50bb7a1627fb927
https://interface.relimedsolutions.com/fhir/r4/Organization/2460021186,0777cfe2468ade24
https://interface.relimedsolutions.com/fhir/r4/Organization/2460021186,2f509f2fcd09b050
https://interface.relimedsolutions.com/fhir/r4/Organization/2460001926,f78ddec433bf10c6
https://interface.relimedsolutions.com/fhir/r4/Organization/2460001926,df637085c2d2ac16
https://interface.relimedsolutions.com/fhir/r4/Organization/2460025038,539181d84f68a6d0
https://interface.relimedsolutions.com/fhir/r4/Organization/2460025038,1f244733e730430e
https://interface.relimedsolutions.com/fhir/r4/Organization/2460034668,ad4efd27945acbf1
https://interface.relimedsolutions.com/fhir/r4/Organization/2460034668,713e3ad59f18e06c
https://interface.relimedsolutions.com/fhir/r4/Organization/2460011556,9f33097d85a85d93
https://interface.relimedsolutions.com/fhir/r4/Organization/2460011556,c88c78456967717d
https://interface.relimedsolutions.com/fhir/r4/Organization/2460050076,a56f9f5b181a29e9
https://interface.relimedsolutions.com/fhir/r4/Organization/2460050076,a36697bad5f5780f
https://interface.relimedsolutions.com/fhir/r4/Organization/2460036594,36762b75d313f73f
https://interface.relimedsolutions.com/fhir/r4/Organization/2460036594,d83e8db92ee579f6
https://interface.relimedsolutions.com/fhir/r4/Organization/2460017334,ccb948f6b1391626
https://interface.relimedsolutions.com/fhir/r4/Organization/2460017334,462f15ebadb172be
https://interface.relimedsolutions.com/fhir/r4/Organization/2460023112,c791303bcc63c3f6
https://interface.relimedsolutions.com/fhir/r4/Organization/2460023112,3717cb6cb59f6a7d
https://interface.relimedsolutions.com/fhir/r4/Organization/2460020544,0777cfe2468ade24
https://interface.relimedsolutions.com/fhir/r4/Organization/2460020544,2f509f2fcd09b050
https://interface.relimedsolutions.com/fhir/r4/Organization/2460043656,5f758d8505f272a0
https://interface.relimedsolutions.com/fhir/r4/Organization/2460043656,93c0b5be26a37da2
https://interface.relimedsolutions.com/fhir/r4/Organization/2460008346,5234029464911524
https://interface.relimedsolutions.com/fhir/r4/Organization/2460008346,92362ad51d9d275e
https://interface.relimedsolutions.com/fhir/r4/Organization/2460008346,2a3588b04de5901a
https://interface.relimedsolutions.com/fhir/r4/Organization/2460032742,0bdd32551182c1df
https://interface.relimedsolutions.com/fhir/r4/Organization/2460032742,f62ce34c3c2adf33
https://interface.relimedsolutions.com/fhir/r4/Organization/2460006420,9558d15b116962a9
https://interface.relimedsolutions.com/fhir/r4/Organization/2460006420,367ada3be8ea54fb
https://interface.relimedsolutions.com/fhir/r4/Organization/2460039162,f61a9b179cc7e8b1
https://interface.relimedsolutions.com/fhir/r4/Organization/2460039162,e791a616c5efad45
https://interface.relimedsolutions.com/fhir/r4/Organization/2460029532,659c753da3f03453
https://interface.relimedsolutions.com/fhir/r4/Organization/2460029532,d89a42cf974752bb
https://interface.relimedsolutions.com/fhir/r4/Organization/2460040446,d75addc38780e0a7
https://interface.relimedsolutions.com/fhir/r4/Organization/2460040446,ee51f8ab9af464a6
https://interface.relimedsolutions.com/fhir/r4/Organization/2460025680,f95265f2ad885340
https://interface.relimedsolutions.com/fhir/r4/Organization/2460025680,66a67a62f7abc0ef
https://interface.relimedsolutions.com/fhir/r4/Organization/2460045582,1636920cad62dd63
https://interface.relimedsolutions.com/fhir/r4/Organization/2460045582,88b959e2afacd3e3
https://interface.relimedsolutions.com/fhir/r4/Organization/2460045582,7319784ec4dd3291
https://interface.relimedsolutions.com/fhir/r4/Organization/2460023754,0a007fa5ed6c7223
https://interface.relimedsolutions.com/fhir/r4/Organization/2460044940,e705dedd1721c448
https://interface.relimedsolutions.com/fhir/r4/Organization/2460044940,52b7f3d3ae2a4a74
